id,label0,label1,label2,label3,label4,label5,label6,label7
lawren-harris-ice-house-coldwell-lake-superior-1923.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-swept-away.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-splendeur.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-number-0.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tamara-de-lempicka-wide-brimmed-hat-1933.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zinaida-serebriakova-portrait-of-e-i-zolotarevskii-in-childhood-1922.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-ceres-the-planets.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-costume-design-2.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
carlos-saenz-de-tejada-sketch-for-decoration-of-carmen-antonia-merce-la-argentina-1927.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-costume-for-casanova.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tamara-de-lempicka-portrait-of-the-duchess-of-la-salle-1925.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-winter-s-arrival.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-bon-soir.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-winter-resort-nice.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-ebony-1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-brown-boot.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raphael-delorme-vitalit.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-the-kiss.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tamara-de-lempicka-still-life-with-grapes.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raphael-delorme-the-dancer.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lawren-harris-lake-and-mountains-1928.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raphael-delorme-sc-ne-mythologique.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-top-hats.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-vassos-untitled-1935-5.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-number-8.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bernardo-marques-civiliza-o-no-1-1928.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-spring-fashions.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bernardo-marques-antonio-ferro-mundo-novo-capa.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tamara-de-lempicka-bowl-of-grapes-1949.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tamara-de-lempicka-portrait-of-the-marquis-d-afflito-1925.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zinaida-serebriakova-still-life-with-apples-and-a-round-bread-1948.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-vassos-abstract-sailboat.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-autumn-song.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-the-seasons-spring-1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zinaida-serebriakova-still-life-with-a-basket-of-pears-1932.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-evening-creation.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-vassos-modern-abstract-1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-opium-mah-jongg.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-stolen-kisses.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-blossom-umbrella.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-costume-design-9.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bernardo-marques-sem-t-tulo-paisagem-do-mar-o.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zinaida-serebriakova-basket-with-grapes-and-peaches-1931.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tamara-de-lempicka-calla-lillies-1941.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-the-aces-hearts.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-the-seven-deadly-sins-pride.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-the-seasons-summer-1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-the-seven-deadly-sins-avarice.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-the-zodiac-leo.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zinaida-serebriakova-still-life-with-asparagus-and-strawberries-1932.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-vassos-illustration-for-oscar-wilde-s-salome-1927-7.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-vassos-modern-abstract.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-vassos-illustration-for-oscar-wilde-s-salome-1927-2.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tamara-de-lempicka-the-communicant-1928.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rene-magritte-advertisment-for-norine-2.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jean-dupas-where-is-this-bower-beside-the-silver-thames-1930.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-alphabet-b.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-vassos-abstract-design-1972.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bernardo-marques-fernanda-de-castro-cidade-em-flor-capa-1924.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zinaida-serebriakova-basket-of-apples-1934.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-the-mirror-1.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
erte-gluttony.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aleksandra-ekster-woman-with-fish-1934.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
john-vassos-illustration-for-oscar-wilde-s-salome-1927-3.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bernardo-marques-civiliza-o.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N64-NA-SouthPark.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Autumn-Saver-6371.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
493002902911.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kids-1.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Bart-Simpson-Animation-Cartoon-Movie.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
depositphotos-29165579-Cartoon-street-map-seamless-pattern.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20101129204145-452523713.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Kids-2.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FreeGreatPicture.com-21660-cartoon-childhood-dream.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
scene-.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
beautyful.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1322826305856-6qmwy5.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
