x0,x1,label
-0.3799220347963217,-0.13634466685426774,0
-0.41299980839549777,-0.31157366297391165,0
-0.5232265189759007,-0.2519574812484032,0
-0.4379757267384892,-0.4046017474315429,0
-0.4117510121540974,-0.25296503130490816,0
-0.4629912455079095,-0.10722101844600428,0
-0.3423900910057636,-0.22102013624370148,0
-0.3801036341972528,-0.12958470666517233,0
-0.3168430635770413,-0.2362208923568951,0
-0.2094139220993177,-0.2031220308270205,0
-0.4224284502727624,-0.19486932814376245,0
-0.34543107589835426,-0.2866660352408356,0
-0.42968014766467455,-0.3633565333897675,0
-0.22904144836654106,-0.2926538162843386,0
-0.04573228255382146,-0.547056293795806,1
-0.21673819030017835,-0.5970971871939987,0
0.15095889822202666,-0.3579720484490712,1
-0.08711195066558095,-0.2566170068008066,1
-0.1472483794145863,-0.15121073575901045,1
-0.1427414724310973,-0.41336481389642105,1
-0.09539345381310216,-0.3240720311567944,1
-0.14135495416624466,-0.2722873428486847,1
-0.03347983323230715,-0.2499301472316598,1
-0.03914929063817152,-0.3574306345204314,1
-0.1318218310884776,-0.3936204446235709,1
