x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,label
0.17276271099815066,-0.20270038420367362,-0.08971665066265046,-0.38575211849727326,0.33218057817234803,0.10516404665533668,-0.5067733665326747,-0.5181259201925977,0.3156867894822793,-0.3013670420505356,0.18409124740964528,-0.29967925591279465,0.03931993126688983,0.106303837706522,0.2475175117761224,0.04551262677042663,-0.20651551635088364,0.618827977010285,0.13909539403232551,0.045832147360954034,-0.35009714731105446,0.0
0.005675396837619147,-0.33684913135551214,0.024604697539768794,-0.3170575269809508,0.09125637834981383,-0.022117131583404878,-0.6321092529356365,-0.45325599347052375,0.12497158206358706,-0.13829311660441887,0.4023527616653426,-0.2932487886011126,-0.07719111989948663,0.09551136944086118,-0.027520437915608098,-0.0962857854548684,-0.2531628296121473,0.39191989186551857,0.08717933164288398,-0.06819013954159106,-0.23452399922677228,0.0
0.1354739994143363,-0.3281985185187,-0.34052874569258307,-0.3185895814478401,0.03622317521654149,0.22499644482321213,-0.45930072771219665,-0.39650237471445304,0.27921792472517615,-0.15580030404876982,0.3059275078513592,-0.18515823931566075,-0.06315954993143552,-0.010058365659368802,0.09584292423273438,0.2559523858606824,-0.27017428925876064,0.5198189386828509,0.14151224890314895,0.014538203591589222,-0.3988394540721715,0.0
0.03689947182082469,-0.33673895792378106,-0.11107229841571976,-0.29259377127214786,0.08844292674623387,0.03835110166905655,-0.3618264254223498,-0.3822953219057946,0.382675311235421,-0.14744511533617236,0.3039166748247034,-0.33440801235516354,-0.09271633235280621,0.059529385056049114,0.23319161021935692,-0.1312753064865913,-0.16216375616485468,0.2156410048399206,0.13591568021195607,-0.03566582010180999,-0.4004311940517708,0.0
0.09698339931410872,-0.42493938161007794,0.015984086145623855,-0.3643835447513107,0.13240336610916975,0.07718941765681644,-0.25488463396000216,-0.4836149238224505,0.07159354018599134,-0.13688754653393492,0.18933584072956677,-0.31841572164469506,-0.23898543848320594,0.05146212821767293,0.27508080189081485,0.17193478721110525,-0.1977837884649147,0.43310676530854425,-0.013730598040288311,-0.01522530061537241,-0.4780856744694824,0.0
0.0861662206811174,-0.3019286251250872,0.04752243312601656,-0.38416086598065785,0.2305072571037807,-0.19675731690406134,-0.4160627444152216,-0.3333383382865991,0.3020248809883027,-0.16770222120891357,0.2642362948049916,-0.15699486925719253,0.004768115072609332,0.14306726494094735,0.2606641255688991,0.25704203265949466,-0.11981261496436367,0.3506125405690377,0.2463103358483789,-0.06014264793948845,-0.32845830845589397,0.0
0.028006450366015557,-0.31811184844323587,0.05521441527007129,-0.20498308406052457,0.1309237607305694,0.10722877768516446,-0.43489759739987455,-0.5272341436092891,0.14758289328447433,-0.05588783356214455,0.23329138642524574,-0.12059066991486847,-0.08357715361927126,0.0036192541911331533,0.35273727370613606,-0.09616167463628034,-0.2511876131445977,0.48137859377919123,0.03811450868248619,0.18844012637301044,-0.374973679358833,0.0
0.012688576243022286,-0.40638966989621905,-0.020814933085135268,-0.32750044025177144,0.07625749468192577,0.22777468402500647,-0.5277125108950733,-0.4653319757419523,0.001415926015270158,-0.3203154522684315,0.48903753442313136,-0.12480175384670529,0.15360566452980323,-0.06529922645904464,0.20450377433214986,0.08886945758637256,-0.1330276179181516,0.7338964341317387,0.11837456503610067,-0.07581150979712616,-0.27410113432931377,0.0
0.18449696953876676,-0.38309574329339713,-0.32824170207022696,-0.43173610622853464,0.15829510491700982,-0.021386788023820436,-0.4123562661598758,-0.3332605954857353,0.24548004632083095,-0.14471112051308993,0.4052480826222987,-0.2698089842627722,0.12365198237610231,-0.052270757707485294,0.2958835988823016,0.012973565796728093,-0.2839127743131345,0.471926400518855,0.17662024788910474,-0.23467545256680192,-0.27921517580744853,0.0
-0.060264777423534824,-0.6139489920404738,-0.09866833547371318,-0.28630979178568405,0.21240714164275376,0.33552430493167984,-0.5469803923516664,-0.5066985187552541,0.2590151796809527,-0.1947183846259306,0.10292433007784474,-0.3669439150699696,0.14777941824373203,0.04454629233410703,0.2204561300714391,0.172027647224765,0.04187786564662055,0.40262118145933495,0.04330163551417566,0.07844330171791901,-0.4142189376552849,0.0
0.08827026048411676,-0.5176364534330085,-0.07393774873379103,-0.42982390869150433,0.04409859817199574,0.02900643123320252,-0.6202845054288734,-0.44728027578445456,0.10188680735769362,-0.11719387238262113,0.13136602313816026,-0.31823854135307406,0.012716439324128775,-0.058196799301229674,0.21477217302960497,-0.02933343838910668,-0.16546037902006847,0.31822466837554475,0.16520117152512037,0.05134135499813293,-0.2932519302039851,0.0
