x0,x1,label
-0.2782686354751452,-0.24360918756535305,0.0
-0.3224402014148687,-0.2200405508717238,0.0
-0.22665734745631794,-0.2259786157703081,0.0
-0.257518110849407,-0.16949915583263453,0.0
-0.4441006296780676,-0.26718856226147475,0.0
-0.4777074751959506,-0.3829993193803517,0.0
-0.18172410735467015,-0.36641367864731667,0.0
-0.26611848864700094,-0.23456042906320343,0.0
-0.17273612361692964,-0.33692625038929436,0.0
-0.38221798723734174,-0.3216279338828263,0.0
-0.590096762342244,-0.2526575328167514,0.0
-0.18689474560646718,-0.3582184458466085,0.0
-0.34349272962008265,-0.3039356484514198,0.0
-0.12237940591485941,-0.432865856580685,1.0
-0.18297615521216798,-0.25833479368323026,1.0
-0.1420263601978727,-0.24750157674333884,1.0
-0.08570365674190691,-0.38983783994218785,1.0
0.003933071894294274,-0.1429493179285542,1.0
-0.039040880629872814,-0.3537018679275446,1.0
-0.037205004229756033,-0.26131164991204237,1.0
-0.03156301545876826,-0.03479862447445886,1.0
-0.06930745805031643,-0.4192269020343304,1.0
-0.19759822740818905,-0.31287101063910744,1.0
-0.08858116457316738,-0.45291066107003164,1.0
-0.04623320048615818,-0.3402497494775761,1.0
